dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders,yr,price,COGS,revenue,profit
15/10/2021,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0,registered,157,0,3.99,1.24,626.43,625.19
15/10/2021,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0,registered,207,0,3.99,1.24,825.93,824.69
15/10/2021,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0,registered,221,0,3.99,1.24,881.79,880.55
15/10/2021,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,1,registered,261,0,3.99,1.24,1041.39,1040.15
15/10/2021,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0,registered,223,0,3.99,1.24,889.77,888.53
15/10/2021,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0,registered,230,0,3.99,1.24,917.7,916.46
15/10/2021,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0,registered,211,0,3.99,1.24,841.89,840.65
15/10/2021,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0,registered,264,0,3.99,1.24,1053.36,1052.12
15/10/2021,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0,registered,264,0,3.99,1.24,1053.36,1052.12
15/10/2021,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0,registered,251,0,3.99,1.24,1001.49,1000.25
15/10/2021,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0,registered,177,0,3.99,1.24,706.23,704.99
15/10/2021,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0,registered,137,0,3.99,1.24,546.63,545.39
15/10/2021,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0,registered,115,0,3.99,1.24,458.85,457.61
15/10/2021,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0,registered,121,0,3.99,1.24,482.79,481.55
15/10/2021,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0,registered,102,0,3.99,1.24,406.98,405.74
16/10/2021,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0,registered,85,0,3.99,1.24,339.15,337.91
16/10/2021,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0,registered,64,0,3.99,1.24,255.36,254.12
16/10/2021,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0,registered,52,0,3.99,1.24,207.48,206.24
16/10/2021,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0,registered,31,0,3.99,1.24,123.69,122.45
16/10/2021,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0,registered,7,0,3.99,1.24,27.93,26.69
16/10/2021,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0,registered,6,0,3.99,1.24,23.94,22.7
16/10/2021,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0,registered,7,0,3.99,1.24,27.93,26.69
16/10/2021,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0,registered,39,0,3.99,1.24,155.61,154.37
16/10/2021,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0,registered,71,0,3.99,1.24,283.29,282.05
16/10/2021,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0,registered,151,0,3.99,1.24,602.49,601.25
16/10/2021,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0,registered,226,0,3.99,1.24,901.74,900.5
16/10/2021,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0,registered,218,0,3.99,1.24,869.82,868.58
16/10/2021,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0,registered,277,0,3.99,1.24,1105.23,1103.99
16/10/2021,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0,registered,269,0,3.99,1.24,1073.31,1072.07
16/10/2021,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0,registered,258,0,3.99,1.24,1029.42,1028.18
16/10/2021,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0,registered,230,0,3.99,1.24,917.7,916.46
16/10/2021,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0,registered,289,0,3.99,1.24,1153.11,1151.87
16/10/2021,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0,registered,253,0,3.99,1.24,1009.47,1008.23
16/10/2021,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0,registered,226,0,3.99,1.24,901.74,900.5
16/10/2021,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0,registered,181,0,3.99,1.24,722.19,720.95
16/10/2021,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0,registered,129,0,3.99,1.24,514.71,513.47
16/10/2021,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0,registered,88,0,3.99,1.24,351.12,349.88
16/10/2021,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0,registered,88,0,3.99,1.24,351.12,349.88
16/10/2021,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0,registered,48,0,3.99,1.24,191.52,190.28
17/10/2021,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0,registered,25,0,3.99,1.24,99.75,98.51
17/10/2021,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0,registered,15,0,3.99,1.24,59.85,58.61
17/10/2021,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0,registered,3,0,3.99,1.24,11.97,10.73
17/10/2021,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0,registered,2,0,3.99,1.24,7.98,6.74
17/10/2021,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0,registered,3,0,3.99,1.24,11.97,10.73
17/10/2021,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0,registered,28,0,3.99,1.24,111.72,110.48
17/10/2021,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0,registered,107,0,3.99,1.24,426.93,425.69
17/10/2021,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0,registered,299,0,3.99,1.24,1193.01,1191.77
17/10/2021,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0,registered,381,0,3.99,1.24,1520.19,1518.95
17/10/2021,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0,registered,180,0,3.99,1.24,718.2,716.96
17/10/2021,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0,registered,92,0,3.99,1.24,367.08,365.84
17/10/2021,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0,registered,131,0,3.99,1.24,522.69,521.45
17/10/2021,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0,registered,166,0,3.99,1.24,662.34,661.1
17/10/2021,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0,registered,156,0,3.99,1.24,622.44,621.2
17/10/2021,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0,registered,122,0,3.99,1.24,486.78,485.54
17/10/2021,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0,registered,142,0,3.99,1.24,566.58,565.34
17/10/2021,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0,registered,238,0,3.99,1.24,949.62,948.38
17/10/2021,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0,registered,540,0,3.99,1.24,2154.6,2153.36
17/10/2021,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0,registered,469,0,3.99,1.24,1871.31,1870.07
17/10/2021,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0,registered,288,0,3.99,1.24,1149.12,1147.88
17/10/2021,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0,registered,189,0,3.99,1.24,754.11,752.87
17/10/2021,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0,registered,141,0,3.99,1.24,562.59,561.35
17/10/2021,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0,registered,88,0,3.99,1.24,351.12,349.88
17/10/2021,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0,registered,52,0,3.99,1.24,207.48,206.24
18/10/2021,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,registered,23,0,3.99,1.24,91.77,90.53
18/10/2021,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0,registered,7,0,3.99,1.24,27.93,26.69
18/10/2021,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0,registered,4,0,3.99,1.24,15.96,14.72
18/10/2021,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0,registered,1,0,3.99,1.24,3.99,2.75
18/10/2021,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0,registered,4,0,3.99,1.24,15.96,14.72
18/10/2021,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0,registered,19,0,3.99,1.24,75.81,74.57
18/10/2021,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0,registered,105,0,3.99,1.24,418.95,417.71
18/10/2021,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0,registered,326,0,3.99,1.24,1300.74,1299.5
18/10/2021,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0,registered,474,0,3.99,1.24,1891.26,1890.02
18/10/2021,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0,registered,198,0,3.99,1.24,790.02,788.78
18/10/2021,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0,registered,75,0,3.99,1.24,299.25,298.01
18/10/2021,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0,registered,112,0,3.99,1.24,446.88,445.64
18/10/2021,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0,registered,159,0,3.99,1.24,634.41,633.17
18/10/2021,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0,registered,171,0,3.99,1.24,682.29,681.05
18/10/2021,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0,registered,137,0,3.99,1.24,546.63,545.39
18/10/2021,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0,registered,139,0,3.99,1.24,554.61,553.37
18/10/2021,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0,registered,246,0,3.99,1.24,981.54,980.3
18/10/2021,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0,registered,553,0,3.99,1.24,2206.47,2205.23
18/10/2021,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0,registered,512,0,3.99,1.24,2042.88,2041.64
18/10/2021,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0,registered,286,0,3.99,1.24,1141.14,1139.9
18/10/2021,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0,registered,204,0,3.99,1.24,813.96,812.72
18/10/2021,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0,registered,178,0,3.99,1.24,710.22,708.98
18/10/2021,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0,registered,115,0,3.99,1.24,458.85,457.61
18/10/2021,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0,registered,63,0,3.99,1.24,251.37,250.13
19/10/2021,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0,registered,23,0,3.99,1.24,91.77,90.53
19/10/2021,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0,registered,9,0,3.99,1.24,35.91,34.67
19/10/2021,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0,registered,6,0,3.99,1.24,23.94,22.7
19/10/2021,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0,registered,3,0,3.99,1.24,11.97,10.73
19/10/2021,4,0,10,5,0,3,1,3,0.5,0.4848,1,0,registered,3,0,3.99,1.24,11.97,10.73
19/10/2021,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0,registered,28,0,3.99,1.24,111.72,110.48
19/10/2021,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0,registered,67,0,3.99,1.24,267.33,266.09
19/10/2021,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0,registered,200,0,3.99,1.24,798,796.76
19/10/2021,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0,registered,185,0,3.99,1.24,738.15,736.91
19/10/2021,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0,registered,109,0,3.99,1.24,434.91,433.67
19/10/2021,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0,registered,116,0,3.99,1.24,462.84,461.6
19/10/2021,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0,registered,117,0,3.99,1.24,466.83,465.59
19/10/2021,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0,registered,86,0,3.99,1.24,343.14,341.9
19/10/2021,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0,registered,80,0,3.99,1.24,319.2,317.96
19/10/2021,4,0,10,15,0,3,1,3,0.54,0.5152,1,0,registered,99,0,3.99,1.24,395.01,393.77
19/10/2021,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0,registered,180,0,3.99,1.24,718.2,716.96
19/10/2021,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0,registered,170,0,3.99,1.24,678.3,677.06
19/10/2021,4,0,10,18,0,3,1,3,0.56,0.5303,1,0,registered,132,0,3.99,1.24,526.68,525.44
19/10/2021,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0,registered,189,0,3.99,1.24,754.11,752.87
19/10/2021,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0,registered,140,0,3.99,1.24,558.6,557.36
19/10/2021,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0,registered,79,0,3.99,1.24,315.21,313.97
19/10/2021,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0,registered,94,0,3.99,1.24,375.06,373.82
19/10/2021,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0,registered,55,0,3.99,1.24,219.45,218.21
20/10/2021,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0,registered,22,0,3.99,1.24,87.78,86.54
20/10/2021,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0,registered,11,0,3.99,1.24,43.89,42.65
20/10/2021,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0,registered,4,0,3.99,1.24,15.96,14.72
20/10/2021,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0,registered,1,0,3.99,1.24,3.99,2.75
20/10/2021,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0,registered,6,0,3.99,1.24,23.94,22.7
20/10/2021,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0,registered,24,0,3.99,1.24,95.76,94.52
20/10/2021,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0,registered,87,0,3.99,1.24,347.13,345.89
20/10/2021,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0,registered,303,0,3.99,1.24,1208.97,1207.73
20/10/2021,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,1,registered,409,0,3.99,1.24,1631.91,1630.67
20/10/2021,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,1,registered,197,0,3.99,1.24,786.03,784.79
20/10/2021,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0,registered,105,0,3.99,1.24,418.95,417.71
20/10/2021,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,1,registered,99,0,3.99,1.24,395.01,393.77
20/10/2021,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,1,registered,171,0,3.99,1.24,682.29,681.05
20/10/2021,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,1,registered,136,0,3.99,1.24,542.64,541.4
20/10/2021,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,1,registered,117,0,3.99,1.24,466.83,465.59
20/10/2021,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0,registered,138,0,3.99,1.24,550.62,549.38
20/10/2021,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0,registered,203,0,3.99,1.24,809.97,808.73
20/10/2021,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0,registered,438,0,3.99,1.24,1747.62,1746.38
20/10/2021,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0,registered,430,0,3.99,1.24,1715.7,1714.46
20/10/2021,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0,registered,278,0,3.99,1.24,1109.22,1107.98
20/10/2021,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0,registered,207,0,3.99,1.24,825.93,824.69
20/10/2021,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0,registered,149,0,3.99,1.24,594.51,593.27
20/10/2021,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0,registered,106,0,3.99,1.24,422.94,421.7
20/10/2021,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0,registered,83,0,3.99,1.24,331.17,329.93
21/10/2021,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0,registered,42,0,3.99,1.24,167.58,166.34
21/10/2021,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0,registered,19,0,3.99,1.24,75.81,74.57
21/10/2021,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0,registered,12,0,3.99,1.24,47.88,46.64
21/10/2021,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0,registered,7,0,3.99,1.24,27.93,26.69
21/10/2021,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0,registered,6,0,3.99,1.24,23.94,22.7
21/10/2021,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0,registered,31,0,3.99,1.24,123.69,122.45
21/10/2021,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0,registered,78,0,3.99,1.24,311.22,309.98
21/10/2021,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0,registered,228,0,3.99,1.24,909.72,908.48
21/10/2021,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0,registered,386,0,3.99,1.24,1540.14,1538.9
21/10/2021,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0,registered,189,0,3.99,1.24,754.11,752.87
21/10/2021,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0,registered,106,0,3.99,1.24,422.94,421.7
21/10/2021,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0,registered,135,0,3.99,1.24,538.65,537.41
21/10/2021,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0,registered,193,0,3.99,1.24,770.07,768.83
21/10/2021,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0,registered,163,0,3.99,1.24,650.37,649.13
21/10/2021,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0,registered,131,0,3.99,1.24,522.69,521.45
21/10/2021,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0,registered,178,0,3.99,1.24,710.22,708.98
21/10/2021,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0,registered,242,0,3.99,1.24,965.58,964.34
21/10/2021,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0,registered,445,0,3.99,1.24,1775.55,1774.31
21/10/2021,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0,registered,354,0,3.99,1.24,1412.46,1411.22
21/10/2021,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0,registered,228,0,3.99,1.24,909.72,908.48
21/10/2021,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0,registered,155,0,3.99,1.24,618.45,617.21
21/10/2021,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0,registered,112,0,3.99,1.24,446.88,445.64
21/10/2021,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0,registered,89,0,3.99,1.24,355.11,353.87
21/10/2021,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0,registered,99,0,3.99,1.24,395.01,393.77
22/10/2021,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0,registered,80,0,3.99,1.24,319.2,317.96
22/10/2021,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0,registered,50,0,3.99,1.24,199.5,198.26
22/10/2021,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0,registered,25,0,3.99,1.24,99.75,98.51
22/10/2021,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0,registered,19,0,3.99,1.24,75.81,74.57
22/10/2021,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0,registered,4,0,3.99,1.24,15.96,14.72
22/10/2021,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0,registered,7,0,3.99,1.24,27.93,26.69
22/10/2021,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0,registered,17,0,3.99,1.24,67.83,66.59
22/10/2021,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0,registered,49,0,3.99,1.24,195.51,194.27
22/10/2021,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0,registered,88,0,3.99,1.24,351.12,349.88
22/10/2021,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0,registered,122,0,3.99,1.24,486.78,485.54
22/10/2021,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0,registered,149,0,3.99,1.24,594.51,593.27
22/10/2021,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0,registered,172,0,3.99,1.24,686.28,685.04
22/10/2021,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0,registered,211,0,3.99,1.24,841.89,840.65
22/10/2021,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0,registered,186,0,3.99,1.24,742.14,740.9
22/10/2021,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0,registered,177,0,3.99,1.24,706.23,704.99
22/10/2021,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0,registered,223,0,3.99,1.24,889.77,888.53
22/10/2021,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0,registered,190,0,3.99,1.24,758.1,756.86
22/10/2021,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0,registered,217,0,3.99,1.24,865.83,864.59
22/10/2021,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0,registered,224,0,3.99,1.24,893.76,892.52
22/10/2021,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0,registered,173,0,3.99,1.24,690.27,689.03
22/10/2021,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0,registered,111,0,3.99,1.24,442.89,441.65
22/10/2021,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0,registered,120,0,3.99,1.24,478.8,477.56
22/10/2021,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0,registered,114,0,3.99,1.24,454.86,453.62
22/10/2021,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0,registered,81,0,3.99,1.24,323.19,321.95
23/10/2021,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0,registered,64,0,3.99,1.24,255.36,254.12
23/10/2021,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0,registered,60,0,3.99,1.24,239.4,238.16
23/10/2021,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0,registered,40,0,3.99,1.24,159.6,158.36
23/10/2021,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0,registered,31,0,3.99,1.24,123.69,122.45
23/10/2021,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0,registered,1,0,3.99,1.24,3.99,2.75
23/10/2021,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0,registered,2,0,3.99,1.24,7.98,6.74
23/10/2021,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0,registered,12,0,3.99,1.24,47.88,46.64
23/10/2021,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0,registered,18,0,3.99,1.24,71.82,70.58
23/10/2021,4,0,10,8,0,0,0,1,0.36,0.3485,0.87,0,registered,56,0,3.99,1.24,223.44,222.2
23/10/2021,4,0,10,9,0,0,0,1,0.4,0.4091,0.76,0,registered,95,0,3.99,1.24,379.05,377.81
23/10/2021,4,0,10,10,0,0,0,1,0.42,0.4242,0.71,0,registered,185,0,3.99,1.24,738.15,736.91
23/10/2021,4,0,10,11,0,0,0,1,0.46,0.4545,0.72,0,registered,202,0,3.99,1.24,805.98,804.74
23/10/2021,4,0,10,12,0,0,0,1,0.5,0.4848,0.59,0,registered,249,0,3.99,1.24,993.51,992.27
23/10/2021,4,0,10,13,0,0,0,1,0.52,0.5,0.55,0,registered,255,0,3.99,1.24,1017.45,1016.21
23/10/2021,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0,registered,216,0,3.99,1.24,861.84,860.6
23/10/2021,4,0,10,15,0,0,0,1,0.52,0.5,0.52,0,registered,216,0,3.99,1.24,861.84,860.6
23/10/2021,4,0,10,16,0,0,0,1,0.52,0.5,0.55,0,registered,217,0,3.99,1.24,865.83,864.59
23/10/2021,4,0,10,17,0,0,0,1,0.5,0.4848,0.63,0,registered,220,0,3.99,1.24,877.8,876.56
23/10/2021,4,0,10,18,0,0,0,1,0.5,0.4848,0.63,0,registered,196,0,3.99,1.24,782.04,780.8
23/10/2021,4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0,registered,140,0,3.99,1.24,558.6,557.36
23/10/2021,4,0,10,20,0,0,0,1,0.44,0.4394,0.72,0,registered,112,0,3.99,1.24,446.88,445.64
23/10/2021,4,0,10,21,0,0,0,1,0.44,0.4394,0.72,0,registered,75,0,3.99,1.24,299.25,298.01
23/10/2021,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0,registered,69,0,3.99,1.24,275.31,274.07
23/10/2021,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0,registered,31,0,3.99,1.24,123.69,122.45
24/10/2021,4,0,10,0,0,1,1,1,0.42,0.4242,0.77,0,registered,26,0,3.99,1.24,103.74,102.5
24/10/2021,4,0,10,1,0,1,1,1,0.4,0.4091,0.82,0,registered,8,0,3.99,1.24,31.92,30.68
24/10/2021,4,0,10,2,0,1,1,1,0.4,0.4091,0.87,0,registered,6,0,3.99,1.24,23.94,22.7
24/10/2021,4,0,10,3,0,1,1,1,0.4,0.4091,0.82,0,registered,3,0,3.99,1.24,11.97,10.73
24/10/2021,4,0,10,4,0,1,1,1,0.4,0.4091,0.82,0,registered,5,0,3.99,1.24,19.95,18.71
24/10/2021,4,0,10,5,0,1,1,1,0.38,0.3939,0.87,0,registered,19,0,3.99,1.24,75.81,74.57
24/10/2021,4,0,10,6,0,1,1,1,0.4,0.4091,0.87,0,registered,83,0,3.99,1.24,331.17,329.93
24/10/2021,4,0,10,7,0,1,1,2,0.38,0.3939,0.94,0,registered,274,0,3.99,1.24,1093.26,1092.02
24/10/2021,4,0,10,8,0,1,1,2,0.42,0.4242,0.88,0,registered,378,0,3.99,1.24,1508.22,1506.98
24/10/2021,4,0,10,9,0,1,1,2,0.44,0.4394,0.82,0,registered,166,0,3.99,1.24,662.34,661.1
24/10/2021,4,0,10,10,0,1,1,2,0.46,0.4545,0.82,0,registered,82,0,3.99,1.24,327.18,325.94
24/10/2021,4,0,10,11,0,1,1,2,0.5,0.4848,0.72,0,registered,109,0,3.99,1.24,434.91,433.67
24/10/2021,4,0,10,12,0,1,1,2,0.52,0.5,0.68,0,registered,156,0,3.99,1.24,622.44,621.2
24/10/2021,4,0,10,13,0,1,1,2,0.54,0.5152,0.64,0,registered,138,0,3.99,1.24,550.62,549.38
24/10/2021,4,0,10,14,0,1,1,2,0.54,0.5152,0.64,0,registered,143,0,3.99,1.24,570.57,569.33
24/10/2021,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0,registered,125,0,3.99,1.24,498.75,497.51
24/10/2021,4,0,10,16,0,1,1,1,0.54,0.5152,0.64,0,registered,242,0,3.99,1.24,965.58,964.34
24/10/2021,4,0,10,17,0,1,1,1,0.52,0.5,0.68,0,registered,527,0,3.99,1.24,2102.73,2101.49
24/10/2021,4,0,10,18,0,1,1,1,0.54,0.5152,0.6,0,registered,428,0,3.99,1.24,1707.72,1706.48
24/10/2021,4,0,10,19,0,1,1,3,0.48,0.4697,0.82,0,registered,212,0,3.99,1.24,845.88,844.64
24/10/2021,4,0,10,20,0,1,1,1,0.48,0.4697,0.82,0,registered,118,0,3.99,1.24,470.82,469.58
